================ Training Loss (Thu Jul  9 02:17:39 2020) ================
(epoch: 1, iters: 400, time: 0.310, data: 0.748) D_A: 0.583 G_A: 0.722 cycle_A: 2.607 idt_A: 0.831 D_B: 0.672 G_B: 0.735 cycle_B: 1.741 idt_B: 1.221 
(epoch: 2, iters: 160, time: 0.291, data: 0.011) D_A: 0.517 G_A: 1.467 cycle_A: 1.828 idt_A: 0.514 D_B: 0.631 G_B: 0.797 cycle_B: 1.031 idt_B: 0.803 
(epoch: 2, iters: 560, time: 0.169, data: 0.011) D_A: 0.352 G_A: 1.256 cycle_A: 1.708 idt_A: 0.453 D_B: 0.648 G_B: 0.844 cycle_B: 0.863 idt_B: 0.822 
(epoch: 3, iters: 320, time: 0.299, data: 0.004) D_A: 0.385 G_A: 0.883 cycle_A: 1.556 idt_A: 0.358 D_B: 0.602 G_B: 0.946 cycle_B: 0.692 idt_B: 0.775 
================ Training Loss (Thu Jul  9 02:22:54 2020) ================
(epoch: 1, iters: 100, time: 0.118, data: 0.970) D_A: 0.610 G_A: 1.037 cycle_A: 3.379 idt_A: 3.244 D_B: 0.747 G_B: 0.979 cycle_B: 6.569 idt_B: 1.741 
(epoch: 1, iters: 200, time: 0.117, data: 0.014) D_A: 0.429 G_A: 1.198 cycle_A: 2.542 idt_A: 2.345 D_B: 0.710 G_B: 0.719 cycle_B: 4.740 idt_B: 1.273 
(epoch: 1, iters: 300, time: 0.117, data: 0.012) D_A: 0.499 G_A: 1.427 cycle_A: 2.712 idt_A: 2.200 D_B: 0.764 G_B: 0.780 cycle_B: 4.460 idt_B: 1.313 
(epoch: 1, iters: 400, time: 0.230, data: 0.024) D_A: 0.277 G_A: 1.182 cycle_A: 2.182 idt_A: 1.787 D_B: 0.729 G_B: 0.727 cycle_B: 3.682 idt_B: 1.035 
(epoch: 1, iters: 500, time: 0.131, data: 0.010) D_A: 0.290 G_A: 1.179 cycle_A: 2.470 idt_A: 1.290 D_B: 0.757 G_B: 0.755 cycle_B: 2.678 idt_B: 1.142 
(epoch: 1, iters: 600, time: 0.130, data: 0.009) D_A: 0.945 G_A: 1.984 cycle_A: 2.012 idt_A: 1.176 D_B: 0.685 G_B: 0.724 cycle_B: 2.477 idt_B: 0.917 
